"REF_DATE","GEO","DGUID","Trade flow detail","Product","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Nova Scotia","2016A000212","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113674603","4.18.5","145","","","","0"
"2016","Nova Scotia","2016A000212","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113674603","4.18.5","169","","","","0"
"2017","Nova Scotia","2016A000212","Interprovincial exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113674603","4.18.5","75","","","","0"
"2010","Nova Scotia","2016A000212","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674604","4.18.6","397","","","","0"
"2011","Nova Scotia","2016A000212","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674604","4.18.6","313","","","","0"
"2012","Nova Scotia","2016A000212","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674604","4.18.6","299","","","","0"
"2013","Nova Scotia","2016A000212","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674604","4.18.6","158","","","","0"
"2014","Nova Scotia","2016A000212","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674604","4.18.6","487","","","","0"
"2015","Nova Scotia","2016A000212","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674604","4.18.6","846","","","","0"
"2016","Nova Scotia","2016A000212","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674604","4.18.6","414","","","","0"
"2017","Nova Scotia","2016A000212","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674604","4.18.6","495","","","","0"
"2010","Nova Scotia","2016A000212","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674605","4.18.8","448","","","","0"
"2011","Nova Scotia","2016A000212","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674605","4.18.8","462","","","","0"
"2012","Nova Scotia","2016A000212","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674605","4.18.8","534","","","","0"
"2013","Nova Scotia","2016A000212","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674605","4.18.8","863","","","","0"
"2014","Nova Scotia","2016A000212","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674605","4.18.8","982","","","","0"
"2015","Nova Scotia","2016A000212","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674605","4.18.8","1049","","","","0"
"2016","Nova Scotia","2016A000212","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674605","4.18.8","1527","","","","0"
"2017","Nova Scotia","2016A000212","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674605","4.18.8","1817","","","","0"
"2010","Nova Scotia","2016A000212","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113674924","4.19.5","413","","","","0"
"2011","Nova Scotia","2016A000212","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113674924","4.19.5","402","","","","0"
"2012","Nova Scotia","2016A000212","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113674924","4.19.5","457","","","","0"
"2013","Nova Scotia","2016A000212","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113674924","4.19.5","1788","","","","0"
"2014","Nova Scotia","2016A000212","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113674924","4.19.5","4884","","","","0"
"2015","Nova Scotia","2016A000212","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113674924","4.19.5","5448","","","","0"
"2016","Nova Scotia","2016A000212","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113674924","4.19.5","4906","","","","0"
"2017","Nova Scotia","2016A000212","Interprovincial imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113674924","4.19.5","4666","","","","0"
"2010","Nova Scotia","2016A000212","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674925","4.19.6","22986","","","","0"
"2011","Nova Scotia","2016A000212","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674925","4.19.6","31977","","","","0"
"2012","Nova Scotia","2016A000212","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674925","4.19.6","34993","","","","0"
"2013","Nova Scotia","2016A000212","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674925","4.19.6","72145","","","","0"
"2014","Nova Scotia","2016A000212","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674925","4.19.6","46481","","","","0"
"2015","Nova Scotia","2016A000212","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674925","4.19.6","51764","","","","0"
"2016","Nova Scotia","2016A000212","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674925","4.19.6","46751","","","","0"
"2017","Nova Scotia","2016A000212","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113674925","4.19.6","51784","","","","0"
"2010","Nova Scotia","2016A000212","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113674926","4.19.7","22637","","","","0"
"2011","Nova Scotia","2016A000212","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113674926","4.19.7","15517","","","","0"
"2012","Nova Scotia","2016A000212","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113674926","4.19.7","11333","","","","0"
"2013","Nova Scotia","2016A000212","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113674926","4.19.7","10815","","","","0"
"2014","Nova Scotia","2016A000212","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113674926","4.19.7","12716","","","","0"
"2015","Nova Scotia","2016A000212","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113674926","4.19.7","14714","","","","0"
"2016","Nova Scotia","2016A000212","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113674926","4.19.7","6095","","","","0"
"2017","Nova Scotia","2016A000212","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113674926","4.19.7","5642","","","","0"
"2010","Nova Scotia","2016A000212","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674927","4.19.8","18124","","","","0"
"2011","Nova Scotia","2016A000212","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674927","4.19.8","19834","","","","0"
"2012","Nova Scotia","2016A000212","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674927","4.19.8","20153","","","","0"
"2013","Nova Scotia","2016A000212","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674927","4.19.8","18609","","","","0"
"2014","Nova Scotia","2016A000212","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674927","4.19.8","15671","","","","0"
"2015","Nova Scotia","2016A000212","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674927","4.19.8","14078","","","","0"
"2016","Nova Scotia","2016A000212","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674927","4.19.8","10486","","","","0"
"2017","Nova Scotia","2016A000212","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113674927","4.19.8","12241","","","","0"
"2010","Nova Scotia","2016A000212","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113675303","4.20.5","113","","","","0"
"2011","Nova Scotia","2016A000212","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113675303","4.20.5","0","","","","0"
"2012","Nova Scotia","2016A000212","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113675303","4.20.5","884","","","","0"
"2013","Nova Scotia","2016A000212","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113675303","4.20.5","749","","","","0"
"2014","Nova Scotia","2016A000212","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113675303","4.20.5","4217","","","","0"
"2015","Nova Scotia","2016A000212","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113675303","4.20.5","3928","","","","0"
"2016","Nova Scotia","2016A000212","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113675303","4.20.5","4618","","","","0"
"2017","Nova Scotia","2016A000212","International exports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113675303","4.20.5","4659","","","","0"
"2010","Nova Scotia","2016A000212","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675304","4.20.7","14","","","","0"
"2011","Nova Scotia","2016A000212","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675304","4.20.7","22","","","","0"
"2012","Nova Scotia","2016A000212","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675304","4.20.7","10","","","","0"
"2013","Nova Scotia","2016A000212","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675304","4.20.7","16","","","","0"
"2014","Nova Scotia","2016A000212","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675304","4.20.7","12","","","","0"
"2015","Nova Scotia","2016A000212","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675304","4.20.7","11","","","","0"
"2016","Nova Scotia","2016A000212","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675304","4.20.7","9","","","","0"
"2017","Nova Scotia","2016A000212","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675304","4.20.7","10","","","","0"
"2010","Nova Scotia","2016A000212","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113675305","4.20.8","610","","","","0"
"2011","Nova Scotia","2016A000212","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113675305","4.20.8","251","","","","0"
"2012","Nova Scotia","2016A000212","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113675305","4.20.8","728","","","","0"
"2013","Nova Scotia","2016A000212","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113675305","4.20.8","826","","","","0"
"2014","Nova Scotia","2016A000212","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113675305","4.20.8","135","","","","0"
"2015","Nova Scotia","2016A000212","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113675305","4.20.8","141","","","","0"
"2016","Nova Scotia","2016A000212","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113675305","4.20.8","272","","","","0"
"2017","Nova Scotia","2016A000212","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113675305","4.20.8","287","","","","0"
"2010","Nova Scotia","2016A000212","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113675598","4.22.6","8","","","","0"
"2011","Nova Scotia","2016A000212","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113675598","4.22.6","14","","","","0"
"2012","Nova Scotia","2016A000212","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113675598","4.22.6","21","","","","0"
"2013","Nova Scotia","2016A000212","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113675598","4.22.6","13","","","","0"
"2014","Nova Scotia","2016A000212","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113675598","4.22.6","85","","","","0"
"2015","Nova Scotia","2016A000212","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113675598","4.22.6","115","","","","0"
"2016","Nova Scotia","2016A000212","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113675598","4.22.6","148","","","","0"
"2017","Nova Scotia","2016A000212","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113675598","4.22.6","116","","","","0"
"2010","Nova Scotia","2016A000212","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675599","4.22.7","35","","","","0"
"2011","Nova Scotia","2016A000212","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675599","4.22.7","15","","","","0"
"2012","Nova Scotia","2016A000212","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675599","4.22.7","23","","","","0"
"2013","Nova Scotia","2016A000212","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675599","4.22.7","20","","","","0"
"2014","Nova Scotia","2016A000212","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675599","4.22.7","0","","","","0"
"2015","Nova Scotia","2016A000212","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675599","4.22.7","0","","","","0"
"2016","Nova Scotia","2016A000212","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675599","4.22.7","0","","","","0"
"2017","Nova Scotia","2016A000212","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113675599","4.22.7","514","","","","0"
"2010","Nova Scotia","2016A000212","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113675600","4.22.8","203","","","","0"
"2011","Nova Scotia","2016A000212","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113675600","4.22.8","168","","","","0"
"2012","Nova Scotia","2016A000212","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113675600","4.22.8","95","","","","0"
